"","date","crisis","economy","inflation","stock market","asset","bankruptcy","bond","business outlook","conflict","consumer price index","debt","debt ceiling","default","derivative","fiscal policy","monetary policy","recession","reform","regulation","risk","russian individual","russian oligarch","ukraine","agriculture industry","annexation of crimea","armed forces","armistice","arms","azov","bank loan","bank of russia","bank rate","banking","base closure","belaru","bomb","brink","bubble","budget","budget cut","buy","canada sanctions","cash","chance","commodity","commodity futures trading commission","concern","construction permit","consume","consumer confidence","consumer spending","consumption","coup","crash","credit","credit default swap","credit rating","culture","danger","debt restructuring","defense spending","department of commerce","dividend","doubt","dow jones","earnings","economic outlook","economic recovery","energy","energy policy","energy price","environment","eu sanctions","euro","exchange rate","export","export ban","export control","export of luxury","external debt","fear","fed","finance","financial crisis","financial institutions","financial market","financial reform","financial sanctions","fine","fiscal cliff","food","food price","footing","foreign direct investment","forex","freedom","fuel price","gas price","geopolitical","globalization","government budget balance","government debt","greed","gross domestic product","growth","growth forecast","headlines","hedge","hostilities","import","inevitable","insurrection","interest rate","invasion of ukraine","investment","labor","loss","markets","metals","military budget","military conflict","military embargo","military invasion","military procurement","military spending","missile","money","money supply","nasdaq","national security","natural gas","natural reserve","naval blockade","neo-nazism","new zealand","no-fly zone","nyse","oil","oil price","oil supply","opportunity","ore","package of sanctions","parley","police action","policy","politics","portfolio","price level","profit","putin","quantitative easing","ramzan kadyrov","real estate","religion","revenue","revolt","revolution","rich","russia","russia-ukraine conflict","russia-ukraine crisis","russia attack","russia war","russian bank","russian central bank","russian economy","russian entity","russian gas pipelines","russian oil","saber rattling","sanctions","scare","securities and exchange commission","sell","share price","short selling","slow economic recovery","society","stimulus","stock exchange","stocks","swift","switzerland sanctions russia","tension","terror","terrorism","threat","tourism","trader","transaction","travel","travel ban","treaty","truce","ukraine invasion","ukraine war","ukrainian economy","unemployment","unemployment benefit","unemployment extension","united states congress","united states dollar","united states federal budget","uprising","us economy","us treasury sanctions","vladimir putin","volodymyr zelenskyy","wage","war in ukraine","warhead","warn","weapon","white house","workers' compensation","world economy","index"
"1",2021-09-01,0.130434782608696,0.173913043478261,0.072463768115942,0.159420289855072,0.159420289855072,0.0434782608695652,0.434782608695652,0,0.0869565217391304,0,0.159420289855072,0,0.202898550724638,0.0289855072463768,0,0.0144927536231884,0.0144927536231884,0.0289855072463768,0.072463768115942,0.304347826086957,0,0,0.188405797101449,0,0,0.0144927536231884,0,0.260869565217391,0,0.0869565217391304,0,0.0579710144927536,1.95918367346939,0,0,0.130434782608696,0.0144927536231884,0.304347826086957,0.27536231884058,0,2.65,0,0.898550724637681,0.217391304347826,0.0289855072463768,0,0.0579710144927536,0,0.0434782608695652,0,0,0.072463768115942,0.0579710144927536,0.27536231884058,3.62962962962963,0,0.0144927536231884,0.318840579710145,0.144927536231884,0,0,0,0.144927536231884,0.0289855072463768,0.405797101449275,0.072463768115942,0,0,1.07246376811594,0,0.0289855072463768,0.231884057971014,0,1.81818181818182,0.173913043478261,0.188405797101449,0,0,0,0,0.202898550724638,0.115942028985507,1,0,0,0.0144927536231884,0,0,0.36231884057971,0,3.72727272727273,0.0289855072463768,0.0144927536231884,0,0.130434782608696,0.231884057971014,0.0144927536231884,0.101449275362319,0,0.0289855072463768,0,0,0.0144927536231884,0,0.376811594202899,0,0.0579710144927536,0.072463768115942,0,0.202898550724638,0.0144927536231884,0,0.130434782608696,0,0.304347826086957,0.631578947368421,0.608695652173913,0.115942028985507,0.0869565217391304,0,0,0,0,0,0,0.0289855072463768,1.88461538461538,0,0.173913043478261,0.0144927536231884,0.072463768115942,0,0,0,0.8,0,0.0434782608695652,1.83673469387755,0.0869565217391304,0,0.072463768115942,0.159420289855072,0,0.0144927536231884,0,0.478260869565217,0.0869565217391304,0.115942028985507,0.0144927536231884,0.159420289855072,0.0289855072463768,0,0,0.666666666666667,0.217391304347826,0.188405797101449,0.0289855072463768,0.231884057971014,0.304347826086957,0.289855072463768,0,0,0,0,0,0,0,0,0,0,0,0.0144927536231884,0.0144927536231884,0,0.565217391304348,1.95,0,0,0.420289855072464,0.260869565217391,0.0579710144927536,0.231884057971014,0.387755102040816,0,0.115942028985507,0.130434782608696,0.0144927536231884,0.0434782608695652,0.101449275362319,0.217391304347826,0.115942028985507,1.46296296296296,0.0289855072463768,0.0289855072463768,0,0,0,0,0.521739130434783,0,0.0144927536231884,0,0,0,0.0144927536231884,0.0144927536231884,0,0.0144927536231884,0,0.188405797101449,0,0,0.0144927536231884,0.130434782608696,0.072463768115942,0.0289855072463768,0,41.7234221857955
"2",2021-09-02,0.134328358208955,0.164179104477612,0.0746268656716418,0.164179104477612,0.149253731343284,0.0447761194029851,0.424242424242424,0,0.0895522388059701,0,0.149253731343284,0,0.208955223880597,0.0447761194029851,0,0,0.0149253731343284,0.0298507462686567,0.0746268656716418,0.283582089552239,0,0,0.104477611940299,0,0,0.0149253731343284,0,0.253731343283582,0,0.0895522388059701,0,0.0597014925373134,1.87234042553191,0,0,0.134328358208955,0.0149253731343284,0.298507462686567,0.298507462686567,0,2.55,0,0.880597014925373,0.208955223880597,0.0298507462686567,0,0.0597014925373134,0,0.0447761194029851,0,0,0.0597014925373134,0.0597014925373134,0.313432835820896,3.46153846153846,0,0.0149253731343284,0.313432835820896,0.149253731343284,0,0,0,0.149253731343284,0.0298507462686567,0.402985074626866,0.0597014925373134,0,0,1.11940298507463,0,0.0298507462686567,0.238805970149254,0,1.85714285714286,0.17910447761194,0.17910447761194,0,0,0,0,0.208955223880597,0.119402985074627,1.02985074626866,0,0,0.0149253731343284,0,0,0.402985074626866,0,3.80952380952381,0.0298507462686567,0.0149253731343284,0,0.119402985074627,0.253731343283582,0.0149253731343284,0.0895522388059701,0,0.0298507462686567,0,0,0.0149253731343284,0,0.358208955223881,0,0.0746268656716418,0.0746268656716418,0,0.223880597014925,0.0149253731343284,0,0.119402985074627,0,0.26865671641791,0.722222222222222,0.626865671641791,0.104477611940299,0.0895522388059701,0,0,0,0,0,0,0.0298507462686567,2.44,0,0.164179104477612,0.0149253731343284,0.0746268656716418,0,0,0,0.285714285714286,0,0.0447761194029851,1.87234042553191,0.0895522388059701,0,0.0895522388059701,0.164179104477612,0,0.0298507462686567,0,0.477611940298507,0.0895522388059701,0.119402985074627,0.0149253731343284,0.17910447761194,0.0298507462686567,0,0,0.626865671641791,0.253731343283582,0.208955223880597,0.0298507462686567,0.238805970149254,0.313432835820896,0.238805970149254,0,0,0,0,0,0,0,0,0,0,0,0.0149253731343284,0.0298507462686567,0,0.537313432835821,2,0,0,0.402985074626866,0.253731343283582,0.0597014925373134,0.223880597014925,0.382978723404255,0,0.119402985074627,0.134328358208955,0.0149253731343284,0.0447761194029851,0.104477611940299,0.223880597014925,0.119402985074627,1.36538461538462,0.0298507462686567,0.0298507462686567,0,0,0,0,0.492537313432836,0,0.0149253731343284,0,0,0,0.0149253731343284,0,0,0.0149253731343284,0,0.194029850746269,0,0,0.0149253731343284,0.119402985074627,0.0895522388059701,0.0149253731343284,0,41.5956670562069
"3",2021-09-03,0.134328358208955,0.164179104477612,0.0746268656716418,0.164179104477612,0.134328358208955,0.0298507462686567,0.378787878787879,0,0.0746268656716418,0,0.134328358208955,0,0.194029850746269,0.0298507462686567,0,0,0.0149253731343284,0.0298507462686567,0.0597014925373134,0.26865671641791,0,0,0.119402985074627,0,0,0.0149253731343284,0,0.26865671641791,0,0.0895522388059701,0,0.0597014925373134,1.78723404255319,0,0,0.149253731343284,0.0149253731343284,0.313432835820896,0.298507462686567,0,2.6,0,0.895522388059702,0.223880597014925,0.0298507462686567,0,0.0447761194029851,0,0.0447761194029851,0,0,0.0597014925373134,0.0597014925373134,0.313432835820896,3.5,0,0.0149253731343284,0.313432835820896,0.149253731343284,0,0,0,0.134328358208955,0.0298507462686567,0.388059701492537,0.0597014925373134,0,0,1.01492537313433,0,0.0447761194029851,0.208955223880597,0,1.85714285714286,0.164179104477612,0.164179104477612,0,0,0,0,0.223880597014925,0.104477611940299,1,0,0,0.0149253731343284,0,0,0.477611940298507,0,4.04761904761905,0.0298507462686567,0,0,0.134328358208955,0.253731343283582,0.0149253731343284,0.0895522388059701,0,0.0298507462686567,0,0,0.0149253731343284,0,0.358208955223881,0,0.0746268656716418,0.0597014925373134,0,0.208955223880597,0.0149253731343284,0,0.104477611940299,0,0.26865671641791,0.944444444444444,0.582089552238806,0.119402985074627,0.0895522388059701,0,0,0,0,0,0,0.0298507462686567,4,0,0.149253731343284,0.0149253731343284,0.0597014925373134,0,0,0,1,0,0.0447761194029851,1.91489361702128,0.0895522388059701,0,0.0597014925373134,0.164179104477612,0,0.0149253731343284,0,0.432835820895522,0.0746268656716418,0.104477611940299,0,0.149253731343284,0.0298507462686567,0,0,0.597014925373134,0.238805970149254,0.164179104477612,0.0298507462686567,0.223880597014925,0.298507462686567,0.26865671641791,0,0,0,0,0,0,0,0,0,0,0,0.0149253731343284,0.0298507462686567,0,0.522388059701492,1.8974358974359,0,0,0.417910447761194,0.208955223880597,0.0447761194029851,0.194029850746269,0.382978723404255,0,0.104477611940299,0.164179104477612,0.0149253731343284,0.0447761194029851,0.104477611940299,0.194029850746269,0.119402985074627,1.26923076923077,0.0149253731343284,0.0447761194029851,0,0,0,0,0.477611940298507,0,0.0149253731343284,0,0,0,0.0149253731343284,0,0,0.0149253731343284,0,0.17910447761194,0,0,0.0149253731343284,0.119402985074627,0.0895522388059701,0.0149253731343284,0,43.460364292565
"4",2021-09-04,0.105263157894737,0.118421052631579,0.0526315789473684,0.0789473684210526,0.0789473684210526,0.0263157894736842,0.333333333333333,0,0.0526315789473684,0,0.105263157894737,0,0.105263157894737,0.0263157894736842,0,0,0.0131578947368421,0.0263157894736842,0.0394736842105263,0.184210526315789,0,0,0.631578947368421,0,0,0.0131578947368421,0,0.263157894736842,0,0.0657894736842105,0,0.0394736842105263,1.24528301886792,0,0,0.131578947368421,0.0131578947368421,0.302631578947368,0.236842105263158,0,2.54545454545455,0,0.763157894736842,0.210526315789474,0.0131578947368421,0,0.0263157894736842,0,0.0394736842105263,0,0,0.0526315789473684,0.0526315789473684,0.31578947368421,2.3,0,0,0.236842105263158,0.144736842105263,0,0,0,0.0657894736842105,0.0263157894736842,0.0789473684210526,0.0394736842105263,0,0,0.710526315789474,0,0.0131578947368421,0.131578947368421,0,1.41666666666667,0.118421052631579,0.0921052631578947,0,0,0,0,0.223684210526316,0.0789473684210526,0.5,0,0,0,0,0,0.578947368421053,0,3.875,0.0131578947368421,0.0131578947368421,0,0.0921052631578947,0.236842105263158,0.0131578947368421,0.0657894736842105,0,0.0131578947368421,0,0,0.0131578947368421,0,0.263157894736842,0,0.0526315789473684,0.0657894736842105,0,0.118421052631579,0.0131578947368421,0,0.0921052631578947,0,0.197368421052632,0.85,0.473684210526316,0.0921052631578947,0.0526315789473684,0,0,0,0,0,0,0.0263157894736842,2.72413793103448,0,0.0394736842105263,0.0131578947368421,0.0394736842105263,0,0,0,0.3125,0,0.0131578947368421,1.69811320754717,0.0526315789473684,0,0.0394736842105263,0.144736842105263,0,0.0263157894736842,0,0.315789473684211,0.0657894736842105,0.0657894736842105,0.0131578947368421,0.118421052631579,0.0394736842105263,0,0,0.447368421052632,0.197368421052632,0.0921052631578947,0.0263157894736842,0.197368421052632,0.289473684210526,0.276315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0.0263157894736842,0,0.486842105263158,0.590909090909091,0,0,0.289473684210526,0.171052631578947,0.0263157894736842,0.131578947368421,0.320754716981132,0,0.0921052631578947,0.131578947368421,0.0131578947368421,0.0263157894736842,0.0789473684210526,0.210526315789474,0.0789473684210526,1.11864406779661,0.0263157894736842,0.0263157894736842,0,0,0,0,0.302631578947368,0,0.0131578947368421,0,0,0,0.0131578947368421,0,0,0.0131578947368421,0,0.131578947368421,0,0,0.0131578947368421,0.144736842105263,0.0789473684210526,0.0131578947368421,0,33.5150071049068
"5",2021-09-05,0.1,0.1125,0.05,0.075,0.0625,0.025,0.291139240506329,0,0.05,0,0.0875,0,0.1,0.0125,0,0,0.0125,0.025,0.0375,0.1875,0,0,0.2625,0,0,0.0125,0,0.2875,0,0.05,0,0.0375,0.857142857142857,0,0,0.125,0.0125,0.2875,0.2375,0,2.52173913043478,0,0.675,0.1875,0.0125,0,0.0375,0,0.0375,0,0,0.05,0.1375,0.275,1.83870967741935,0,0,0.2375,0.1375,0,0,0,0.0625,0.025,0.0375,0.05,0,0,0.6125,0,0.0125,0.15,0,1.44,0.1,0.0875,0,0,0,0,0.225,0.075,0.375,0,0,0,0,0,0.5375,0,3.88,0.0125,0,0,0.075,0.2125,0.0125,0.05,0,0.025,0,0,0.0125,0,0.225,0,0.05,0.0625,0,0.1125,0.0125,0,0.075,0,0.175,1.18181818181818,0.4625,0.0875,0.05,0,0,0,0,0,0,0.025,2.16666666666667,0,0.025,0.0125,0.0375,0,0,0,0.823529411764706,0,0.0125,1.64285714285714,0.05,0,0.0375,0.1375,0,0.025,0,0.275,0.0625,0.0625,0,0.1,0.0375,0,0,0.4375,0.2,0.0875,0.025,0.175,0.275,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0.475,0.468085106382979,0,0,0.3125,0.1375,0.0375,0.1375,0.303571428571429,0,0.0875,0.15,0.0125,0.025,0.075,0.2375,0.0625,1.0952380952381,0.0125,0.025,0,0,0,0,0.675,0,0.0125,0,0,0,0.0125,0,0,0.0125,0,0.125,0,0,0.0125,0.1375,0.075,0,0,31.7729969388025
"6",2021-09-06,0.10958904109589,0.150684931506849,0.0684931506849315,0.136986301369863,0.123287671232877,0.0273972602739726,0.305555555555556,0,0.0684931506849315,0,0.123287671232877,0,0.164383561643836,0.0273972602739726,0,0,0.0136986301369863,0.0273972602739726,0.0547945205479452,0.232876712328767,0,0,0.0958904109589041,0,0,0.0136986301369863,0,0.246575342465753,0,0.0821917808219178,0,0.0547945205479452,1.70588235294118,0,0,0.123287671232877,0.0136986301369863,0.301369863013699,0.26027397260274,0,2.36363636363636,0,0.753424657534247,0.205479452054795,0.0273972602739726,0,0.0410958904109589,0,0.0410958904109589,0,0,0.0684931506849315,0.123287671232877,0.273972602739726,2.58620689655172,0,0.0136986301369863,0.287671232876712,0.136986301369863,0,0,0,0.0958904109589041,0.0273972602739726,0.136986301369863,0.0547945205479452,0,0,0.849315068493151,0,0.0273972602739726,0.219178082191781,0,1.69565217391304,0.150684931506849,0.150684931506849,0,0,0,0,0.178082191780822,0.0821917808219178,0.753424657534247,0,0,0,0,0,0.506849315068493,0,3.91304347826087,0.0273972602739726,0.0136986301369863,0,0.10958904109589,0.219178082191781,0.0136986301369863,0.0684931506849315,0,0.0273972602739726,0,0,0.0273972602739726,0,0.273972602739726,0,0.0684931506849315,0.0684931506849315,0,0.191780821917808,0.0136986301369863,0,0.0958904109589041,0,0.232876712328767,5,0.520547945205479,0.10958904109589,0.0684931506849315,0,0,0,0,0,0,0.0273972602739726,2.10714285714286,0,0.0821917808219178,0.0136986301369863,0.0547945205479452,0,0,0,0.25,0,0.0273972602739726,1.74509803921569,0.0684931506849315,0,0.0547945205479452,0.150684931506849,0,0.0136986301369863,0,0.356164383561644,0.0821917808219178,0.0958904109589041,0.0136986301369863,0.136986301369863,0.0273972602739726,0,0,0.520547945205479,0.205479452054795,0.150684931506849,0.0273972602739726,0.191780821917808,0.273972602739726,0.205479452054795,0,0,0,0,0,0,0,0,0,0,0,0.0136986301369863,0.0273972602739726,0,0.493150684931507,1.74418604651163,0,0,0.356164383561644,0.150684931506849,0.0547945205479452,0.150684931506849,0.392156862745098,0,0.10958904109589,0.136986301369863,0.0136986301369863,0.0410958904109589,0.10958904109589,0.273972602739726,0.0958904109589041,1.36842105263158,0.0273972602739726,0.0273972602739726,0,0,0,0,0.561643835616438,0,0.0136986301369863,0,0,0,0.0136986301369863,0,0,0,0,0.150684931506849,0,0,0.0136986301369863,0.123287671232877,0.0684931506849315,0,0,40.8619131859549
"7",2021-09-07,0.136363636363636,0.181818181818182,0.0909090909090909,0.181818181818182,0.151515151515152,0.0303030303030303,0.369230769230769,0,0.0909090909090909,0,0.166666666666667,0,0.212121212121212,0.0454545454545455,0,0,0.0151515151515152,0.0454545454545455,0.0909090909090909,0.303030303030303,0,0,0.121212121212121,0,0,0.0151515151515152,0,0.318181818181818,0,0.0909090909090909,0,0.0606060606060606,1.82608695652174,0,0,0.136363636363636,0.0151515151515152,0.287878787878788,0.303030303030303,0,2.57894736842105,0,0.833333333333333,0.242424242424242,0.0303030303030303,0,0.0454545454545455,0,0.0606060606060606,0,0,0.0757575757575758,0.106060606060606,0.333333333333333,3.42307692307692,0,0.0151515151515152,0.348484848484849,0.151515151515152,0,0,0,0.151515151515152,0.0303030303030303,0.393939393939394,0.0606060606060606,0,0,1.13636363636364,0,0.0303030303030303,0.242424242424242,0,1.80952380952381,0.166666666666667,0.181818181818182,0,0,0,0,0.227272727272727,0.106060606060606,1.04545454545455,0,0,0.0151515151515152,0,0,0.5,0,4,0.0303030303030303,0,0,0.136363636363636,0.287878787878788,0.0151515151515152,0.0757575757575758,0,0.0303030303030303,0,0,0.0303030303030303,0,0.378787878787879,0,0.0757575757575758,0.0757575757575758,0,0.242424242424242,0.0151515151515152,0,0.121212121212121,0,0.287878787878788,1.27777777777778,0.606060606060606,0.121212121212121,0.0909090909090909,0,0,0,0,0,0,0.0303030303030303,2.28,0,0.151515151515152,0.0151515151515152,0.0606060606060606,0,0,0,0.285714285714286,0,0.0454545454545455,1.97826086956522,0.0909090909090909,0,0.0909090909090909,0.166666666666667,0,0.0151515151515152,0,0.5,0.0909090909090909,0.121212121212121,0.0151515151515152,0.166666666666667,0.0303030303030303,0,0,0.651515151515151,0.287878787878788,0.196969696969697,0.0303030303030303,0.212121212121212,0.318181818181818,0.272727272727273,0,0,0,0,0,0,0,0,0,0,0,0.0151515151515152,0.0303030303030303,0,0.545454545454545,2.02631578947368,0,0,0.424242424242424,0.227272727272727,0.0606060606060606,0.227272727272727,0.391304347826087,0,0.121212121212121,0.151515151515152,0.0151515151515152,0.0454545454545455,0.121212121212121,0.257575757575758,0.121212121212121,1.46153846153846,0.0303030303030303,0.0303030303030303,0,0,0,0,0.727272727272727,0,0.0151515151515152,0,0,0,0.0151515151515152,0,0,0,0,0.181818181818182,0,0,0.0151515151515152,0.121212121212121,0.0909090909090909,0.0151515151515152,0,43.1168682677607
"8",2021-09-08,0.158730158730159,0.19047619047619,0.0793650793650794,0.19047619047619,0.158730158730159,0.0476190476190476,0.380952380952381,0,0.0952380952380952,0,0.174603174603175,0,0.206349206349206,0.0476190476190476,0,0.0158730158730159,0.0158730158730159,0.0317460317460317,0.0793650793650794,0.333333333333333,0,0,0.111111111111111,0,0,0.0158730158730159,0,0.317460317460317,0,0.0952380952380952,0,0.0634920634920635,1.79545454545455,0,0,0.142857142857143,0.0158730158730159,0.301587301587302,0.317460317460317,0,2.63157894736842,0,0.920634920634921,0.238095238095238,0.0317460317460317,0,0.0634920634920635,0,0.0476190476190476,0,0,0.0793650793650794,0.0793650793650794,0.349206349206349,3.6,0,0.0158730158730159,0.365079365079365,0.158730158730159,0,0,0,0.142857142857143,0.0317460317460317,0.46031746031746,0.0952380952380952,0,0,1.17460317460317,0,0.0317460317460317,0.285714285714286,0,1.9,0.174603174603175,0.19047619047619,0,0,0,0,0.222222222222222,0.126984126984127,1.07936507936508,0,0,0.0158730158730159,0,0,0.492063492063492,0,4,0.0317460317460317,0.0158730158730159,0,0.142857142857143,0.301587301587302,0.0158730158730159,0.0634920634920635,0,0.0317460317460317,0,0,0.0317460317460317,0,0.380952380952381,0,0.0634920634920635,0.0634920634920635,0,0.238095238095238,0.0158730158730159,0,0.126984126984127,0,0.301587301587302,0.352941176470588,0.682539682539683,0.126984126984127,0.111111111111111,0,0,0,0,0,0,0.0317460317460317,2.16666666666667,0,0.174603174603175,0.0158730158730159,0.0793650793650794,0,0,0,0.785714285714286,0,0.0476190476190476,2.04545454545455,0.0793650793650794,0,0.0952380952380952,0.174603174603175,0,0.0158730158730159,0,0.523809523809524,0.0952380952380952,0.126984126984127,0.0158730158730159,0.174603174603175,0.0317460317460317,0,0,0.682539682539683,0.26984126984127,0.206349206349206,0.0317460317460317,0.238095238095238,0.380952380952381,0.26984126984127,0,0,0,0,0,0,0,0,0,0,0,0.0158730158730159,0.0158730158730159,0,0.571428571428571,2,0,0,0.46031746031746,0.238095238095238,0.0634920634920635,0.238095238095238,0.431818181818182,0,0.126984126984127,0.158730158730159,0.0158730158730159,0.0476190476190476,0.111111111111111,0.253968253968254,0.126984126984127,1.5,0.0317460317460317,0.0317460317460317,0,0,0,0,0.634920634920635,0,0.0158730158730159,0,0,0,0.0158730158730159,0,0,0.0158730158730159,0,0.19047619047619,0,0,0.0158730158730159,0.111111111111111,0.0793650793650794,0.0158730158730159,0,43.7810569203759
"9",2021-09-09,0.133333333333333,0.16,0.08,0.16,0.133333333333333,0.04,0.32,0,0.08,0,0.146666666666667,0,0.2,0.04,0,0.0133333333333333,0.0133333333333333,0.0266666666666667,0.0666666666666667,0.28,0,0,0.08,0,0,0.0133333333333333,0,0.24,0,0.08,0,0.04,1.47169811320755,0,0,0.133333333333333,0.0133333333333333,0.266666666666667,0.253333333333333,0,2.27272727272727,0,0.786666666666667,0.186666666666667,0.0266666666666667,0,0.04,0,0.04,0,0,0.0666666666666667,0.0666666666666667,0.28,3.06666666666667,0,0.0133333333333333,0.306666666666667,0.133333333333333,0,0,0,0.106666666666667,0.0266666666666667,0.346666666666667,0.0533333333333333,0,0,1.04,0,0.0266666666666667,0.226666666666667,0,1.58333333333333,0.146666666666667,0.16,0,0,0,0,0.2,0.106666666666667,0.92,0,0,0.0133333333333333,0,0,0.346666666666667,0,3.47826086956522,0.0266666666666667,0,0,0.106666666666667,0.24,0.0133333333333333,0.0533333333333333,0,0.0266666666666667,0,0,0.0266666666666667,0,0.32,0,0.0666666666666667,0.0666666666666667,0,0.2,0.0133333333333333,0,0.106666666666667,0,0.253333333333333,0.25,0.546666666666667,0.106666666666667,0.0933333333333333,0,0,0,0,0,0,0.0266666666666667,1.82758620689655,0,0.146666666666667,0.0133333333333333,0.0666666666666667,0,0,0,0.3125,0,0.04,1.73584905660377,0.08,0,0.08,0.146666666666667,0,0.0133333333333333,0,0.426666666666667,0.0933333333333333,0.106666666666667,0,0.146666666666667,0.0266666666666667,0,0,0.586666666666667,0.226666666666667,0.173333333333333,0.0266666666666667,0.186666666666667,0.266666666666667,0.24,0,0,0,0,0,0,0,0,0,0,0,0.0133333333333333,0.0133333333333333,0,0.493333333333333,1.59090909090909,0,0,0.4,0.186666666666667,0.0533333333333333,0.186666666666667,0.471698113207547,0,0.12,0.12,0.0133333333333333,0.0533333333333333,0.0933333333333333,0.213333333333333,0.106666666666667,1.23728813559322,0.0266666666666667,0.0266666666666667,0,0,0,0,0.426666666666667,0,0.0133333333333333,0,0,0,0.0133333333333333,0.0133333333333333,0,0,0,0.16,0,0,0.0133333333333333,0.106666666666667,0.0933333333333333,0.0133333333333333,0,36.3385168587102
"10",2021-09-10,0.09,0.11,0.05,0.12,0.09,0.02,0.272727272727273,0,0.06,0,0.1,0,0.13,0.03,0,0,0.01,0.02,0.04,0.19,0,0,0.06,0,0,0.01,0,0.2,0,0.05,0,0.03,1.04285714285714,0,0,0.09,0.02,0.21,0.19,0,1.72413793103448,0,0.62,0.18,0.02,0,0.03,0,0.03,0,0,0.04,0.04,0.22,2.30769230769231,0,0.01,0.21,0.09,0,0,0,0.08,0.02,0.24,0.04,0,0,0.69,0,0.02,0.16,0,1.1875,0.1,0.11,0,0,0,0,0.14,0.07,0.63,0,0,0.01,0,0,0.25,0,2.67741935483871,0.01,0,0,0.08,0.18,0.01,0.04,0,0.02,0,0,0.02,0,0.23,0,0.04,0.05,0,0.13,0.01,0,0.07,0,0.16,0.148148148148148,0.38,0.08,0.06,0,0,0,0,0,0,0.02,1.52631578947368,0,0.1,0.01,0.04,0,0,0,0.761904761904762,0,0.03,1.24285714285714,0.05,0,0.05,0.11,0,0.01,0,0.28,0.06,0.07,0.01,0.1,0.03,0,0,0.42,0.18,0.12,0.02,0.15,0.2,0.16,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0,0.36,0.775862068965517,0,0,0.27,0.15,0.03,0.13,0.271428571428571,0,0.07,0.1,0.02,0.04,0.06,0.15,0.07,0.884615384615385,0.01,0.02,0,0,0,0,0.26,0,0.01,0,0,0,0.01,0,0,0.01,0,0.12,0,0,0.01,0.08,0.07,0.01,0,26.6734658765431
